qstr_Breaking_camp...|Yeni kamp...
qstr_The_Assembly_has_tak|Kurul senin durumunu ele alıyor. {s3} yakınındaki görüşmeye gitmelisin hemen aksi takdirde senin aleyhine kara verirler. 
qstr_Note_Reginhard:_Regin|Not Reginhard: Reginhard kurulda sana ihanet etti ve kurul tarafından kararlaştırılmış bir düelloda onu öldürmak zorunda kaldın. Sonunda Egil'i küstahlık ve saygısızlığından bıkıp tarafından uzaklaştırdın.
qstr_Note_Egil:_Reginhard_be|Not Egil: Reginhard kurulda sana ihanet etti ama sen onun hayatını bağışladın. Ancak, Egil kararını kabul etmedi ve Thing yasalarına göre bir düelloda onu öldürmek zorunda kaldın..^Reginhard'ı affettin ve sizle kalmasına izin verdin.
qstr_The_holmgang_is_over|Düello bitti. Asbjorn ile {s3}'te buluşma zamanı.
qstr_You_remember_that_yo|Bu görev için Ragnar'ın seaksını getirmen gerektiğini hatırlıyorsun.
qstr_Before_you_left_for_|Frankia için yola çıkmadan önce, biri sana bir ulak göndererek {s3} yakınında Boar Grove adında bir yerde birinin senle görüşeceğini söyledi. Orada oduncunun evini bulmalısın.
qstr_Through_the_trees_yo|Ağaçların arasından kulübeyi zar zor görüyorsun. Ağaçlar rüzgarda yumuşakça titreşiyor, kuşlar ötüyor fakat kimseyi görmüyorsun. 
qstr_Through_the_trees_you|Ağaçların arasından kulübeyi zar zor görüyorsun fakat Beda'yı göreceğin yerde kimse yok.
qstr_You_arrive_at_a_deep|Engin bir ormana vardınız. 
qstr_Through_the_trees_you_|Ağaçların arasından kulübeyi zar zor görüyorsun, bir zamanlar orada yaşayan yaşlı kahramanı öldürdüğün için terkedilmiş. 
qstr_You_stay_hidden_watc|Saklanıyorsun, uzaktan kampı izliyorsun ve Saksonların devriye ve gözetmenlerinden kaçıyorsun. 
qstr_You_stay_hidden_watch|Saklanıyorsun, uzaktan kampı izliyorsun ve Danimarkalı devriye ve gözetmenlerden kaçıyorsun. 
qstr_Aelfred_gives_the_or|Aelfred emri veriyor ve borular adamları kamp dışına çağırıyor. Batı Seaxe kralının kardeşini adamlarının oluşturduğu sıranın dışından takip ediyorsun. Kumandanlar tarafından yönetiliyor ve bekliyorlar. ^^Kızgınlık ve endişe dolu bir sessizlik var. Batı Seaxe'in kaderinin bir ipliğe bağlı olduğunu Sakson savaşçıları biliyor. Yenilirlerse hiç bir güç Danimarkalıların evlerini istila etmelerini ve ailelerini esir almalarını engelleyemez.
qstr_Halfdan_gives_the_or|Halfdan emri veriyor ve borular adamları kamp dışına çağırıyor. Adamlarının oluşturduğu sıranın dışından Ragnar'ın oğlunu takip ediyorsun. Kumandanlar tarafından yönetiliyor ve bekliyorlar. ^^Danimarkalı savaşçılar düşmanları üzerindeki son zaferleri ardından neşeliler ve hatta bazıları şakalaşıyor. Fakat Halfdan önlerine gelince tüm ses kesiliyor.
qstr_West_Seaxe|Batı Seakse
qstr_Danish|Danimarkalı
qstr_You_notice_that_Aelf|Aelfred'in sana doğru geldiğini farkediyorsun. Danimarkalılar tepeyi almayı denediklerinde tarruzu ile günü kurtaran oydu. Bu olmasaydı muhtemelen hepiniz ölmüş olacaktınız...
qstr_Halfdan_walks_toward|Halfdan sana doğru yürüyor. Kanlar içinde ancak gülüyor. Sen ve ordun olmasaydınız bu savaşı kaybedeceğini biliyor.
qstr_Your_followers_decid|Takipçilerin seni terketme kararı aldı.
qstr_You_chose_to_dispers|Takipçilerini dağıtmaya karar verdin. 
qstr_You_notice_that_a_gr|Bir grup adamın sana yaklaştığını farkediyorsun. Uzun bir adam grubu yönetiyor. Bu Eadric olmalı, Aelfred'in bahsettiği kişi.
qstr_You_notice_that_a_gro|Bir grup adamın sana yaklaştığını farkediyorsun. Uzun bir adam grubu yönetiyor. Bu Arnvid olmalı, Halfdan'ın bahsettiği kişi.
qstr_You_aren_t_ready_to_|Sven'le yüzleşmeye hazır değilsin. Ordunda yüzden fazla adam olduğunda geri dön.
qstr_The_abbot_of_Finian_n|Finian'ın esiri, Eriu'da {s3} yakınında, varlığını istedi. Görünüşe göre, teklif etmek için önemli bir görevi var. Sadece konuşmak için 1000 pening teklif ediyor.
qstr_The_other_two_champi|Diğer iki şampiyon, Morrigan'ı inine kadar takip etti ve nerede olduklarını bildirmek için bir elçi gönderdi. Saldırıdan önce gelişinizi bekliyorlar.
qstr_Near_the_end_of_the_|Dalgaların uçurumları ve albatrosların yuvalarını dövdüğü, dünyanın sonlarına doğru, belli bir mesafeden zor görülebilen küçük, sert bir vadi vardır. Orada bir mağara var. Kontrol edemezsiniz; Morrigan şarkısı kafanızda çınlıyor ve dudaklarınızın hareket ettiğini hissediyorsunuz. Büyüleri soluyor ... ^^ Mağaradan uzak, yarısı taşlarla gizlenmiş, iki şampiyonu birkaç kişiyle ayırt edebilirsin. Dikkat çekmekten kaçınmak için ordularının büyük bölümünü başka bir yere gizlenmiş görünüyorlar. Beklerler. ^^ Ama onlara doğru bir adım attığınızda, şarkı yoğunlaşır. Bu sefer, aklınızda değil ... Morrigan'ın canavarları size saldırıyor!
qstr_The_battle_was_tough|Savaş çok zordu ve sizi vadiye yaklaştırdı. Adamların arka tarafta kaldılar, çünkü dar vadide sayıların işe yaramadığını fark ettiler. Diğer şampiyonların desteğini alma ve güçlerini yeniden düzenlemeden önce Morrigan'a doğru hareket etme zamanı.
qstr_The_mystery_of_Morri|Morrigan'ın gizemi çözüldü, sis dağılıyor ve dünya renklerini yeniden kazanıyor gibi görünüyor. Mağarayı ve terörü geride bırakıyorsun.
qstr_Mael_Bresail_s_farm_|Mael Bresail'in çiftliği, tipik bir İrlanda çiftliğidir - küçük bir binadan oluşan, hepsi bir palisade ile çevrili büyük bir ana evdir.
qstr_You_settle_into_the_|Evin büyük salonundaki şeref koltuğuna oturuyorsunuz. Frankia'dan getirilen en iyi şarap sizin emrinizde. En lezzetli yemekler odayı kokusuyla doldurur ve damak tadınızı memnun eder. Şimdiye kadar tadını çıkardığın en iyi sembollerden biri. Adamların eğleniyor, mutlu görünüyorlar. Saatler fark etmeden geçer. ^^ Birdenbire, tüm kadınların odadan çıktığını anlarsın. Ne oluyor? Yanan bir koku burun deliklerinizi tahriş eder. Kökeni araştırdığınızda, evin duvarlarında yangın görürsünüz. Birisi 'Ateş!' Diye bağırıyor. Alarm çaldı, ancak adamlarınızdan biri girişe doğru koşarken, dışarıdan çıkarılan kapıyı buldu. ^^ Mael Bresail size ihanet etti ve sizi içinde yakmaya çalıştı. Bir çıkış yolu bulmak için acele etmezseniz, herkes yakında ölecek, dumanla boğulacak ve ateşle yanacaktır.
qstr_You_have_managed_to_|Mael Bresail'in seni öldürmek için kurduğu yangın tuzağından kaçmayı başardın, ama henüz güvende değilsin gibi görünüyor.
qstr_Mael_Bresail_had_bet|Mael Bresail sana ihanet etti, ama onun salonunun alevlerinden kaçtın ve seni öldürmek isteyen adamları yendin. Şimdi, bu site sadece kötü anıları akla getiriyor.
qstr_Part_of_your_food_wa|Yiyeceğinin bir kısmı tahrip edildi.
qstr_Your_men_think_that_you_are_a_s|Adamlarınız güçlü bir lider olduğunuzu düşünüyor.
qstr_While_your_messenger|Ulakların düşman istilacılarla görüşmeye çalışırken adamlarından bir takım şans eseri görünüyor ve savaş başlıyor. Adamların istilacıları yenmeyi başarıyor ve sorunlar çözülüyor fakat tüm bunlar birkaçının hayatına mal oluyor.
qstr_The_enemy_raiders_ac|Düşman istilacılar anlaşmayı kabul ediyor, parayı alıyor ve birkaç hafta için stoklarınıza saldırmama sözü veriyorlar.
qstr_The_raiders_take_the|İstilacılar parayı alır, habercileri öldürür ve tedarik yollarına zarar vermeye devam ederler.
qstr_You_don_t_have_enough_s|Yeterince gümüşün yok. Ne utanç verici!
qstr_the_enemy_thinks_rei|düşman, destek birliklerinin yakında geleceğini düşünüyor.
qstr_fear_and_discontent_|korku ve memnuniyetsizlik içerde yayılıyor. 
qstr_he_likes_the_wife_of|Eski amirinin karısından hoşlanıyor ve eğer kuşatmadan sonra kadını ona verirsen senin tarafında dövüşecek.
qstr_the_enemy_s_morale_i|düşmanın morali düşük, saldırmalıyız. 
qstr_wergild_is_paid.|wergild ödendi.
qstr_The_wergild_is_paid_|Kefalet ödendi ve savaşçın kırbaçlandı. 
qstr_Your_men_think_you_r|Adamların senin kalpsizin teki olduğunu düşünüyor ve korkuyorlar.
qstr_You_feel_happy.|Mutlusun.
qstr_You_feel_good_for_he|Yardım için iyi hissediyorsun.
qstr_New_troops_join_your|Tarafına yeni birlikler eklendi. 
qstr_The_bandits_leave_an|Haydutlar sinirli ayrıldı. 
qstr_Your_men_kill_all_th|Adamların tüm haydutları öldürdü.
qstr_At_night_some_of_you|Gece bazı adamların fahişelerle buluştu.
qstr_Your_enemies_appreci|Düşmanların vicdanını takdir ediyor. Belki bu onların teslim olmaları konusunda sana yardımcı olur.
qstr_You_know_that_in_the|Biliyorsun ki önündeki günlerde onlarca çocuk, kadın ve yaşlı açlıktan gözlerinin önünde ölecek.
qstr_Your_officer_seems_u|Subayın üzgün görünüyor.
qstr_Your_men_think_that_you_are_a_v|Adamlarınız çok güçlü bir lider olduğunuzu düşünüyor.
qstr_Your_officer_seems_h|Subayın mutlu görünüyor.
qstr_The_wife_is_pregnant|Kadın hamile ve subay yüksek bir tazminat istiyor. Dedikodu ve sorunları önlemek için ödüyorsun.
qstr_{s1}_of_the_{s2}.|{s2} {s1}{.i}.
qstr_A_messenger_approach|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s11} teklifinizi kabul etti ve {s10} esaretten kurtuldu.'
qstr_A_messenger_approache|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s11} teklifinizi kabul etmedi ve {s10} esir kalacak. Paranızı geri alabilirsiniz.'
qstr_A_messenger_approaches|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} en kısa sürede sizinle tanışıp takipçiniz olmak istiyor.'
qstr_A_messenger_approaches_|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} sizin kendisine emir veremeyeceğinizi söylüyor'
qstr_A_messenger_approaches_g|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} bunun çok zor olacağını çünkü sizin böyle bir yetkinizin olmadığını söylüyor.'
qstr_A_messenger_approaches_ga|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9}'in emirlerinize itaat etmekten daha önemli işleri var.'
qstr_A_messenger_approaches_gal|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} meşgul ve şu sıralar sizi takip edemez.'
qstr_A_messenger_approaches_gall|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} en kısa sürede {s10}{.e} gidecek.'
qstr_A_messenger_approaches_gallo|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9}, {s10} etrafını en kısa sürede kolaçan edecek.'
qstr_A_messenger_approaches_gallop|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9}, {s10} etrafını en kısa sürede kolaçan edecek.'
qstr_A_messenger_approaches_gallopi|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} en kısa sürede {s10}'i kuşatma altına alacak.'
qstr_A_messenger_approaches_gallopin|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} sizin kendisine emir veremeyeceğinizi söylüyor.'
qstr_A_messenger_approaches_galloping|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9}  bunun çok zor olacağını çünkü sizin böyle bir yetkinizin olmadığını söylüyor.'
qstr_A_messenger_approaches_galloping.|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} meşgul ve beni kabul etmedi. Adamları eğer ısrar edersem beni öldürmekle tehdit ettiler.'
qstr_A_messenger_approaches_galloping._|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} özellikle aranızda bir düşmanlık yokken bu hakaretinize şaşırdı. Bu defalık görmezden geleceğini ancak bir daha kendisini kızdırmamanızı söyledi.'
qstr_A_messenger_approaches_galloping._H|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} hakaretiniz karşısında çok sinirlendi, gözdağınızla çileden çıktı. Ordusuna toplanmasını söyledi, sanırım size doğru ilerleyecekler.'
qstr_A_messenger_approaches_galloping._He|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} gözdağınızla çileden çıktı. Zamanını boşa harcamamanızı söyledi.'
qstr_A_messenger_approaches_galloping._He_|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} sizin kışkırtmanıza gelmedi ama tekrarlaması güç tanımlayıcı hakaretlerle geri yanıt verdi. Ve eğer mevcut bir probleminiz için cesaret arayışındaysanız size biraz görgü öğretebileceğini ekledi.'
qstr_A_messenger_approaches_galloping._He_s|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} meşgul, beni kabul etmedi. Ancak adamları hediyeyi aldı ve mesajım için ısrar edersem beni öldürmekle tehdit ederek hediyeyi aralarında paylaştılar.'
qstr_A_messenger_approaches_galloping._He_st|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} hediyeniz için teşekkür ediyor ve sıradaki ziyafeti sizin şerefinize vereceğini söylüyor.'
qstr_A_messenger_approaches_galloping._He_sto|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} hediyenizi aldı ve "bir korkağın haracı" diyerek adamlarına verdi. Sizin sonsuza kadar düşmanınız olacak. İkiniz arasındaki şeyler değişmeyecek.'
qstr_A_messenger_approaches_galloping._He_stop|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} ikiniz arasındaki farklılık ve kötü ilişkileri çözmek için yolları öğrenmede hevesli. Fakat hala çözmeniz gereken çok şey olsa da, bu iyi bir başlangıç ve hediyenizi kabul ediyor.'
qstr_A_messenger_approaches_galloping._He_stops|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} hediyeni kabul etmedi fakat beni gideceğim yere bıraktı. Üzgünüm hediyenizi kaybettim.'
qstr_A_messenger_approaches_galloping._He_stops_|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} meşgul olduğunu ve bu konuları bir basit bir ulakla konuşmak istemediğini söyleyip benle görüşmek istemedi.'
qstr_A_messenger_approaches_galloping._He_stops_i|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} ittifak önerinizi kabul ediyor. Artık {s2} senin müttefiğin.'
qstr_A_messenger_approaches_galloping._He_stops_in|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} ateşkes önerinizi kabul ediyor. Bu andan sonra {s2} ve siz barış içindesiniz.'
qstr_A_messenger_approaches_galloping._He_stops_in_|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} sizin savaş ilanınıza şaşırmış görünmüyor çünkü siz kimsenin inanmadığı bir pisliksiniz.^^Bu andan sonra {s2} ile savaş halindesiniz.'
qstr_A_messenger_approaches_galloping._He_stops_in_f|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} savaş çıkarma isteğinize çok kırıldı ve sizin ne kadar hain biri olduğunuzu herkese yaymak için ulaklar göndereceğine söz verdi.^^Artık, {s2} ile savaş halindesiniz.'
qstr_A_messenger_approaches_galloping._He_stops_in_fr|Bir ulak nörtnala yaklaşıyor. Önünde durup, derin bir nefes alıyor ve bağırıyor: ^^'Mesajınıza bir cevap ile geri geldim. {s9} savaş ilanınıza çok kırıldı. Sizi hain bir sıçan ilan etti ve bunu ödeteceğini söyledi. ^^Artık, {s2} ile savaş halindesiniz.'
qstr_The_other_man_is_not|Diğer adam pek mutlu değil ve senin gitmeni eleştirip ardından dedikodu çıkarıyor.
qstr_Neither_man_is_happy|Kimse mutlu da değil mutsuz da. Bir denge yakalamış görünüyorsun. 
qstr_The_two_men_are_not_|İki adam pek mutlu değil ve senin gitmeni eleştirip ardından dedikodu çıkarıyor.
qstr_People_in_{s4}_think|{s4}{.deki} insanlar senin koruman altındaki kişilerin güçlerini kötüye kullanmaları karşısında senin onların ailelerinin güvenliğini garanti edemeyeceğini düşünüyorlar. Senin kötü bir {reg59?lady:lord} olduğun yönündeki dedikodular yayılıyor.
